t,phase,h,v,mach,q,drag,thrust,weight,mass,accel,accel_g,TW,T,T_C,p,p_kPa,rho,a_snd,mu,nu,sigma,delta,Re_body,Re_fin
9.95,sustain,285.198876,39.490307,0.116423,929.305043,2.832497,25.6,9.834908,1.002882,12.895436,1.314969,2.602973,286.29629,13.14629,97945.591012,97.945591,1.191811,339.197642,1.8e-05,1.5e-05,0.972907,0.966648,222051.700497,198260.446872
10.0,sustain,287.189558,40.13371,0.118322,959.648883,2.924984,25.6,9.831112,1.002494,12.811945,1.306455,2.603978,286.283352,13.133352,97922.328909,97.922329,1.191581,339.189978,1.8e-05,1.5e-05,0.97272,0.966418,225634.05479,201458.977491
10.05,sustain,289.212306,40.77295,0.12021,990.26892,3.018313,25.6,9.827316,1.002107,12.727549,1.297849,2.604984,286.270206,13.120206,97898.696698,97.898697,1.191349,339.18219,1.8e-05,1.5e-05,0.972529,0.966185,229191.298025,204635.087522
10.1,sustain,291.266911,41.407985,0.122085,1021.153065,3.112447,25.6,9.82352,1.00172,12.642285,1.289154,2.605991,286.256852,13.106852,97874.697042,97.874697,1.191112,339.174279,1.8e-05,1.5e-05,0.972336,0.965948,232723.173499,207788.547767
10.15,sustain,293.35316,42.038772,0.123947,1052.289257,3.207349,25.6,9.819724,1.001333,12.556187,1.280375,2.606998,286.243292,13.093292,97850.332632,97.850333,1.190872,339.166245,1.8e-05,1.5e-05,0.97214,0.965708,236229.435367,210919.138721
10.2,sustain,295.470842,42.665271,0.125798,1083.665471,3.302983,25.6,9.815928,1.000946,12.469292,1.271514,2.608006,286.229529,13.079529,97825.606181,97.825606,1.190628,339.158091,1.8e-05,1.5e-05,0.971942,0.965464,239709.848623,214026.650556
10.25,sustain,297.61974,43.287444,0.127635,1115.269727,3.399312,25.6,9.812132,1.000559,12.381635,1.262575,2.609015,286.215562,13.065562,97800.520429,97.80052,1.190381,339.149816,1.8e-05,1.5e-05,0.97174,0.965216,243164.189072,217110.8831
10.3,sustain,299.799638,43.905254,0.12946,1147.090101,3.4963,25.6,9.808335,1.000172,12.293252,1.253563,2.610025,286.201394,13.051394,97775.078138,97.775078,1.19013,339.141422,1.8e-05,1.5e-05,0.971535,0.964965,246592.243297,220171.645801
10.35,coast-to-apogee,302.000508,43.813581,0.129193,1142.061929,3.480974,0.0,9.80665,1.0,-13.287624,-1.354961,0.0,286.18709,13.03709,97749.396522,97.749397,1.189877,339.132947,1.8e-05,1.5e-05,0.971328,0.964712,246034.595269,219673.745776
10.4,coast-to-apogee,304.174579,43.152759,0.127248,1107.63846,3.376052,0.0,9.80665,1.0,-13.182702,-1.344262,0.0,286.17296,13.02296,97724.033007,97.724033,1.189627,339.124575,1.8e-05,1.5e-05,0.971124,0.964461,242282.153751,216323.351564
10.45,coast-to-apogee,306.315738,42.497096,0.125317,1074.012962,3.273563,0.0,9.80665,1.0,-13.080213,-1.33381,0.0,286.159044,13.009044,97699.058671,97.699059,1.189381,339.116329,1.8e-05,1.5e-05,0.970923,0.964215,238560.574171,213000.512652
10.5,coast-to-apogee,308.424242,41.846473,0.123402,1041.166563,3.173448,0.0,9.80665,1.0,-12.980098,-1.323602,0.0,286.14534,12.99534,97674.470301,97.67447,1.189139,339.108209,1.8e-05,1.5e-05,0.970725,0.963972,234869.134624,209704.584486
10.55,coast-to-apogee,310.500338,41.200772,0.1215,1009.081027,3.075652,0.0,9.80665,1.0,-12.882302,-1.313629,0.0,286.131846,12.981846,97650.26476,97.650265,1.1889,339.100213,1.8e-05,1.5e-05,0.970531,0.963733,231207.130441,206434.937894
10.6,coast-to-apogee,312.54427,40.559879,0.119613,977.738731,2.980121,0.0,9.80665,1.0,-12.786771,-1.303888,0.0,286.118562,12.968562,97626.438984,97.626439,1.188665,339.092342,1.8e-05,1.5e-05,0.970339,0.963498,227573.873601,203190.958573
10.65,coast-to-apogee,314.556276,39.923682,0.11774,947.122639,2.886804,0.0,9.80665,1.0,-12.693454,-1.294372,0.0,286.105485,12.955485,97602.98998,97.60299,1.188434,339.084593,1.8e-05,1.5e-05,0.97015,0.963267,223968.692172,199972.046582
10.7,coast-to-apogee,316.536588,39.292072,0.11588,917.216282,2.795651,0.0,9.80665,1.0,-12.602301,-1.285077,0.0,286.092615,12.942615,97579.914826,97.579915,1.188206,339.076966,1.8e-05,1.5e-05,0.969964,0.963039,220390.929768,196777.615864
10.75,coast-to-apogee,318.485432,38.664942,0.114033,888.00374,2.706612,0.0,9.80665,1.0,-12.513262,-1.275998,0.0,286.079948,12.929948,97557.210669,97.557211,1.187983,339.069459,1.8e-05,1.5e-05,0.969782,0.962815,216839.94503,193607.093777
10.8,coast-to-apogee,320.40303,38.042188,0.112198,859.469614,2.61964,0.0,9.80665,1.0,-12.42629,-1.267129,0.0,286.067485,12.917485,97534.874721,97.534875,1.187762,339.062074,1.8e-05,1.5e-05,0.969602,0.962594,213315.111127,190459.920649
10.85,coast-to-apogee,322.289598,37.423709,0.110377,831.599016,2.534692,0.0,9.80665,1.0,-12.341342,-1.258467,0.0,286.055224,12.905224,97512.904261,97.512904,1.187546,339.054807,1.8e-05,1.5e-05,0.969425,0.962378,209815.81527,187335.549349
10.9,coast-to-apogee,324.145347,36.809403,0.108567,804.377546,2.451721,0.0,9.80665,1.0,-12.258371,-1.250006,0.0,286.043163,12.893163,97491.29663,97.491297,1.187333,339.047659,1.8e-05,1.5e-05,0.969251,0.962164,206341.45825,184233.444866
10.95,coast-to-apogee,325.970484,36.199174,0.106769,777.791272,2.370687,0.0,9.80665,1.0,-12.177337,-1.241743,0.0,286.0313,12.8813,97470.049235,97.470049,1.187123,339.040629,1.8e-05,1.5e-05,0.96908,0.961955,202891.453987,181153.083917
11.0,coast-to-apogee,327.76521,35.592927,0.104983,751.826722,2.291548,0.0,9.80665,1.0,-12.098198,-1.233673,0.0,286.019636,12.869636,97449.15954,97.44916,1.186917,339.033716,1.8e-05,1.5e-05,0.968912,0.961748,199465.229098,178093.954552
11.05,coast-to-apogee,329.529721,34.990567,0.103209,726.470858,2.214264,0.0,9.80665,1.0,-12.020914,-1.225792,0.0,286.008168,12.858168,97428.625072,97.428625,1.186714,339.026919,1.8e-05,1.5e-05,0.968747,0.961546,196062.222485,175055.55579
11.1,coast-to-apogee,331.264209,34.392003,0.101445,701.711068,2.138797,0.0,9.80665,1.0,-11.945447,-1.218097,0.0,285.996895,12.846895,97408.443414,97.408443,1.186515,339.020237,1.8e-05,1.5e-05,0.968584,0.961347,192681.884924,172037.397254
11.15,coast-to-apogee,332.968863,33.797145,0.099693,677.535147,2.065109,0.0,9.80665,1.0,-11.871759,-1.210583,0.0,285.985816,12.835816,97388.612209,97.388612,1.18632,339.013671,1.8e-05,1.5e-05,0.968424,0.961151,189323.678687,169038.998828
11.2,coast-to-apogee,334.643866,33.205907,0.09795,653.931288,1.993165,0.0,9.80665,1.0,-11.799815,-1.203246,0.0,285.974929,12.824929,97369.129153,97.369129,1.186128,339.007218,1.8e-05,1.5e-05,0.968267,0.960959,185987.07716,166059.890321
11.25,coast-to-apogee,336.289395,32.618201,0.096219,630.888061,1.92293,0.0,9.80665,1.0,-11.72958,-1.196084,0.0,285.964235,12.814235,97349.991999,97.349992,1.185939,339.000879,1.8e-05,1.5e-05,0.968113,0.96077,182671.564483,163099.611146
11.3,coast-to-apogee,337.905626,32.033943,0.094497,608.394408,1.85437,0.0,9.80665,1.0,-11.66102,-1.189093,0.0,285.95373,12.80373,97331.198554,97.331199,1.185753,338.994653,1.8e-05,1.5e-05,0.967962,0.960584,179376.635202,160157.710002
11.35,coast-to-apogee,339.492729,31.453051,0.092785,586.439625,1.787452,0.0,9.80665,1.0,-11.594102,-1.182269,0.0,285.943415,12.793415,97312.746677,97.312747,1.185571,338.988538,1.8e-05,1.5e-05,0.967813,0.960402,176101.793932,157233.744582
11.4,coast-to-apogee,341.05087,30.875444,0.091083,565.013356,1.722146,0.0,9.80665,1.0,-11.528796,-1.17561,0.0,285.933288,12.783288,97294.634278,97.294634,1.185393,338.982536,1.8e-05,1.5e-05,0.967668,0.960223,172846.555027,154327.281274
11.45,coast-to-apogee,342.580212,30.301043,0.08939,544.105574,1.658419,0.0,9.80665,1.0,-11.465069,-1.169112,0.0,285.923349,12.773349,97276.859319,97.276859,1.185217,338.976644,1.8e-05,1.5e-05,0.967524,0.960048,169610.442267,151437.894881
11.5,coast-to-apogee,344.080912,29.729768,0.087706,523.706577,1.596244,0.0,9.80665,1.0,-11.402894,-1.162772,0.0,285.913595,12.763595,97259.419811,97.25942,1.185045,338.970862,1.8e-05,1.5e-05,0.967384,0.959876,166392.988554,148565.168352
11.55,coast-to-apogee,345.553125,29.161545,0.086031,503.806975,1.53559,0.0,9.80665,1.0,-11.34224,-1.156587,0.0,285.904027,12.754027,97242.313814,97.242314,1.184877,338.96519,1.8e-05,1.5e-05,0.967246,0.959707,163193.735613,145708.692512
11.6,coast-to-apogee,346.997003,28.596297,0.084365,484.397679,1.476431,0.0,9.80665,1.0,-11.283081,-1.150554,0.0,285.894643,12.744643,97225.539436,97.225539,1.184711,338.959627,1.8e-05,1.5e-05,0.967111,0.959541,160012.233712,142868.065814
11.65,coast-to-apogee,348.412691,28.033951,0.082707,465.469896,1.41874,0.0,9.80665,1.0,-11.22539,-1.144671,0.0,285.885442,12.735442,97209.094831,97.209095,1.184549,338.954173,1.8e-05,1.5e-05,0.966979,0.959379,156848.041377,140042.894087
11.7,coast-to-apogee,349.800333,27.474435,0.081058,447.015112,1.36249,0.0,9.80665,1.0,-11.16914,-1.138935,0.0,285.876423,12.726423,97192.978201,97.192978,1.18439,338.948826,1.8e-05,1.5e-05,0.966849,0.95922,153700.725134,137232.790298
11.75,coast-to-apogee,351.160068,26.917677,0.079416,429.025092,1.307657,0.0,9.80665,1.0,-11.114307,-1.133344,0.0,285.867586,12.717586,97177.187791,97.177188,1.184234,338.943587,1.8e-05,1.5e-05,0.966722,0.959064,150569.85924,134437.374322
11.8,coast-to-apogee,352.492034,26.363608,0.077783,411.491864,1.254216,0.0,9.80665,1.0,-11.060866,-1.127894,0.0,285.858929,12.708929,97161.721892,97.161722,1.184081,338.938455,1.8e-05,1.5e-05,0.966597,0.958912,147455.02544,131656.272714
11.85,coast-to-apogee,353.796362,25.812159,0.076157,394.407718,1.202144,0.0,9.80665,1.0,-11.008794,-1.122585,0.0,285.850452,12.700452,97146.578838,97.146579,1.183932,338.933429,1.8e-05,1.5e-05,0.966475,0.958762,144355.812715,128889.118495
11.9,coast-to-apogee,355.073183,25.263262,0.074539,377.765193,1.151418,0.0,9.80665,1.0,-10.958068,-1.117412,0.0,285.842153,12.692153,97131.757006,97.131757,1.183786,338.92851,1.8e-05,1.5e-05,0.966356,0.958616,141271.817053,126135.55094
11.95,coast-to-apogee,356.32262,24.716851,0.072927,361.557071,1.102016,0.0,9.80665,1.0,-10.908666,-1.112374,0.0,285.834033,12.684033,97117.254816,97.117255,1.183643,338.923695,1.8e-05,1.5e-05,0.966239,0.958473,138202.641214,123395.21537
12.0,coast-to-apogee,357.544799,24.172861,0.071323,345.776371,1.053917,0.0,9.80665,1.0,-10.860567,-1.10747,0.0,285.82609,12.67609,97103.070728,97.103071,1.183503,338.918986,1.8e-05,1.5e-05,0.966125,0.958333,135147.894512,120667.762957
12.05,coast-to-apogee,358.739837,23.631227,0.069726,330.416341,1.0071,0.0,9.80665,1.0,-10.81375,-1.102696,0.0,285.818323,12.668323,97089.203244,97.089203,1.183366,338.914381,1.8e-05,1.5e-05,0.966013,0.958196,132107.192595,117952.850531
12.1,coast-to-apogee,359.907852,23.091886,0.068136,315.470454,0.961545,0.0,9.80665,1.0,-10.768195,-1.09805,0.0,285.810731,12.660731,97075.650906,97.075651,1.183232,338.90988,1.8e-05,1.5e-05,0.965904,0.958062,129080.157237,115250.140391
12.15,coast-to-apogee,361.048955,22.554775,0.066552,300.932397,0.917234,0.0,9.80665,1.0,-10.723884,-1.093532,0.0,285.803315,12.653315,97062.412295,97.062412,1.183101,338.905483,1.8e-05,1.5e-05,0.965797,0.957932,126066.416135,112559.30012
12.2,coast-to-apogee,362.163258,22.019834,0.064974,286.796069,0.874147,0.0,9.80665,1.0,-10.680797,-1.089138,0.0,285.796073,12.646073,97049.486031,97.049486,1.182974,338.901189,1.8e-05,1.5e-05,0.965693,0.957804,123065.602708,109880.002418
12.25,coast-to-apogee,363.250867,21.487003,0.063403,273.055575,0.832266,0.0,9.80665,1.0,-10.638916,-1.084868,0.0,285.789004,12.639004,97036.870773,97.036871,1.182849,338.896998,1.8e-05,1.5e-05,0.965591,0.957679,120077.355907,107211.924917
12.3,coast-to-apogee,364.311886,20.95622,0.061837,259.705218,0.791575,0.0,9.80665,1.0,-10.598225,-1.080718,0.0,285.782108,12.632108,97024.565217,97.024565,1.182728,338.89291,1.8e-05,1.5e-05,0.965492,0.957558,117101.320027,104554.750024
12.35,coast-to-apogee,365.346416,20.427428,0.060278,246.739497,0.752055,0.0,9.80665,1.0,-10.558705,-1.076688,0.0,285.775385,12.625385,97012.568097,97.012568,1.182609,338.888923,1.8e-05,1.5e-05,0.965395,0.95744,114137.144525,101908.164754
12.4,coast-to-apogee,366.354556,19.900569,0.058724,234.153098,0.713692,0.0,9.80665,1.0,-10.520342,-1.072776,0.0,285.768833,12.618833,97000.878182,97.000878,1.182494,338.885038,1.8e-05,1.5e-05,0.965301,0.957324,111184.483839,99271.860571
12.45,coast-to-apogee,367.336399,19.375586,0.057175,221.940892,0.67647,0.0,9.80665,1.0,-10.48312,-1.068981,0.0,285.762451,12.612451,96989.49428,96.989494,1.182382,338.881254,1.8e-05,1.5e-05,0.965209,0.957212,108242.997223,96645.533235
12.5,coast-to-apogee,368.29204,18.852422,0.055632,210.097932,0.640373,0.0,9.80665,1.0,-10.447023,-1.0653,0.0,285.75624,12.60624,96978.415231,96.978415,1.182272,338.877572,1.8e-05,1.5e-05,0.96512,0.957103,105312.348569,94028.882651
12.55,coast-to-apogee,369.221567,18.331022,0.054094,198.619443,0.605387,0.0,9.80665,1.0,-10.412037,-1.061732,0.0,285.750199,12.600199,96967.639913,96.96764,1.182166,338.873989,1.8e-05,1.5e-05,0.965033,0.956996,102392.20625,91421.612723
12.6,coast-to-apogee,370.125066,17.811331,0.052561,187.500823,0.571497,0.0,9.80665,1.0,-10.378147,-1.058277,0.0,285.744327,12.594327,96957.167237,96.957167,1.182062,338.870508,1.8e-05,1.5e-05,0.964949,0.956893,99482.242956,88823.431211
12.65,coast-to-apogee,371.002624,17.293295,0.051033,176.737636,0.538692,0.0,9.80665,1.0,-10.345342,-1.054931,0.0,285.738624,12.588624,96946.99615,96.946996,1.181962,338.867126,1.8e-05,1.5e-05,0.964867,0.956792,96582.135541,86234.04959
12.7,coast-to-apogee,371.854319,16.776861,0.049509,166.325609,0.506956,0.0,9.80665,1.0,-10.313606,-1.051695,0.0,285.733088,12.583088,96937.125631,96.937126,1.181865,338.863843,1.8e-05,1.5e-05,0.964787,0.956695,93691.564868,83653.182918
12.75,coast-to-apogee,372.680232,16.261975,0.04799,156.260629,0.476278,0.0,9.80665,1.0,-10.282928,-1.048567,0.0,285.727721,12.577721,96927.554693,96.927555,1.18177,338.86066,1.8e-05,1.5e-05,0.96471,0.956601,90810.215662,81080.549698
12.8,coast-to-apogee,373.480439,15.748585,0.046476,146.538737,0.446646,0.0,9.80665,1.0,-10.253296,-1.045545,0.0,285.72252,12.57252,96918.282382,96.918282,1.181679,338.857576,1.8e-05,1.5e-05,0.964636,0.956509,87937.776361,78515.871751
12.85,coast-to-apogee,374.255012,15.23664,0.044965,137.156128,0.418048,0.0,9.80665,1.0,-10.224698,-1.042629,0.0,285.717486,12.567486,96909.307778,96.909308,1.18159,338.854591,1.8e-05,1.5e-05,0.964563,0.956421,85073.93898,75958.874089
12.9,coast-to-apogee,375.004024,14.726089,0.043459,128.109145,0.390473,0.0,9.80665,1.0,-10.197123,-1.039817,0.0,285.712618,12.562618,96900.629991,96.90063,1.181504,338.851704,1.8e-05,1.5e-05,0.964493,0.956335,82218.398966,73409.284791
12.95,coast-to-apogee,375.727542,14.216881,0.041956,119.394276,0.363911,0.0,9.80665,1.0,-10.170561,-1.037109,0.0,285.707915,12.557915,96892.248164,96.892248,1.181421,338.848916,1.8e-05,1.5e-05,0.964426,0.956252,79370.855067,70866.834881
13.0,coast-to-apogee,376.425632,13.708965,0.040458,111.008154,0.33835,0.0,9.80665,1.0,-10.145,-1.034502,0.0,285.703378,12.553378,96884.161471,96.884161,1.181342,338.846226,1.8e-05,1.5e-05,0.964361,0.956172,76531.009193,68331.258208
13.05,coast-to-apogee,377.098357,13.202294,0.038963,102.947549,0.313781,0.0,9.80665,1.0,-10.120431,-1.031997,0.0,285.699006,12.549006,96876.369118,96.876369,1.181265,338.843633,1.8e-05,1.5e-05,0.964298,0.956095,73698.566294,65802.291333
13.1,coast-to-apogee,377.74578,12.696816,0.037471,95.209371,0.290196,0.0,9.80665,1.0,-10.096846,-1.029592,0.0,285.694798,12.544798,96868.870342,96.86887,1.181191,338.841138,1.8e-05,1.5e-05,0.964237,0.956021,70873.234222,63279.673412
13.15,coast-to-apogee,378.367957,12.192485,0.035983,87.790663,0.267584,0.0,9.80665,1.0,-10.074234,-1.027286,0.0,285.690755,12.540755,96861.664409,96.861664,1.18112,338.83874,1.8e-05,1.5e-05,0.964179,0.95595,68054.723614,60763.146084
13.2,coast-to-apogee,378.964946,11.689252,0.034498,80.688601,0.245937,0.0,9.80665,1.0,-10.052587,-1.025079,0.0,285.686875,12.536875,96854.750617,96.854751,1.181051,338.836439,1.8e-05,1.5e-05,0.964123,0.955882,65242.747766,58252.453362
13.25,coast-to-apogee,379.536799,11.187069,0.033016,73.900489,0.225247,0.0,9.80665,1.0,-10.031897,-1.022969,0.0,285.683158,12.533158,96848.128294,96.848128,1.180986,338.834235,1.8e-05,1.5e-05,0.96407,0.955817,62437.022511,55747.341528
13.3,coast-to-apogee,380.083569,10.685888,0.031537,67.423761,0.205506,0.0,9.80665,1.0,-10.012156,-1.020956,0.0,285.679605,12.529605,96841.796797,96.841797,1.180923,338.832127,1.8e-05,1.5e-05,0.964019,0.955754,59637.266104,53247.559021
13.35,coast-to-apogee,380.605304,10.185664,0.030061,61.255974,0.186707,0.0,9.80665,1.0,-9.993357,-1.019039,0.0,285.676214,12.526214,96835.755511,96.835756,1.180864,338.830116,1.8e-05,1.5e-05,0.96397,0.955695,56843.199099,50752.856339
13.4,coast-to-apogee,381.102051,9.686349,0.028588,55.394812,0.168842,0.0,9.80665,1.0,-9.975492,-1.017217,0.0,285.672985,12.522985,96830.003855,96.830004,1.180807,338.828202,1.8e-05,1.5e-05,0.963924,0.955638,54054.544244,48262.985932
13.45,coast-to-apogee,381.573853,9.187897,0.027117,49.838077,0.151905,0.0,9.80665,1.0,-9.958555,-1.01549,0.0,285.669919,12.519919,96824.541272,96.824541,1.180753,338.826383,1.8e-05,1.5e-05,0.96388,0.955584,51271.026358,45777.702105
13.5,coast-to-apogee,382.020754,8.690262,0.025648,44.583692,0.13589,0.0,9.80665,1.0,-9.94254,-1.013857,0.0,285.667014,12.517014,96819.367237,96.819367,1.180702,338.824661,1.8e-05,1.5e-05,0.963838,0.955533,48492.372227,43296.760917
13.55,coast-to-apogee,382.442793,8.193399,0.024182,39.629698,0.12079,0.0,9.80665,1.0,-9.92744,-1.012317,0.0,285.664271,12.514271,96814.481251,96.814481,1.180654,338.823034,1.8e-05,1.5e-05,0.963799,0.955485,45718.310491,40819.920082
13.6,coast-to-apogee,382.840007,7.697263,0.022718,34.974254,0.106601,0.0,9.80665,1.0,-9.913251,-1.01087,0.0,285.66169,12.51169,96809.882848,96.809883,1.180608,338.821503,1.8e-05,1.5e-05,0.963762,0.955439,42948.57154,38346.938875
13.65,coast-to-apogee,383.212432,7.201808,0.021256,30.615631,0.093316,0.0,9.80665,1.0,-9.899966,-1.009516,0.0,285.659269,12.509269,96805.571584,96.805572,1.180566,338.820068,1.8e-05,1.5e-05,0.963727,0.955397,40182.887401,35877.578036
13.7,coast-to-apogee,383.5601,6.70699,0.019795,26.552217,0.08093,0.0,9.80665,1.0,-9.88758,-1.008253,0.0,285.65701,12.50701,96801.547049,96.801547,1.180526,338.818728,1.8e-05,1.5e-05,0.963695,0.955357,37420.991638,33411.599677
13.75,coast-to-apogee,383.883042,6.212763,0.018337,22.78251,0.06944,0.0,9.80665,1.0,-9.87609,-1.007081,0.0,285.654911,12.504911,96797.808858,96.797809,1.180489,338.817483,1.8e-05,1.5e-05,0.963664,0.95532,34662.619247,30948.767185
13.8,coast-to-apogee,384.181286,5.719085,0.01688,19.30512,0.058841,0.0,9.80665,1.0,-9.865491,-1.006,0.0,285.652973,12.502973,96794.356653,96.794357,1.180455,338.816333,1.8e-05,1.5e-05,0.963637,0.955286,31907.506553,28488.845137
13.85,coast-to-apogee,384.45486,5.22591,0.015424,16.118767,0.04913,0.0,9.80665,1.0,-9.85578,-1.00501,0.0,285.651195,12.501195,96791.190106,96.79119,1.180424,338.815279,1.8e-05,1.5e-05,0.963611,0.955255,29155.391107,26031.599203
13.9,coast-to-apogee,384.703786,4.733196,0.01397,13.222279,0.040301,0.0,9.80665,1.0,-9.846951,-1.00411,0.0,285.649577,12.499577,96788.308916,96.788309,1.180395,338.81432,1.8e-05,1.5e-05,0.963588,0.955226,26406.011588,23576.796061
13.95,coast-to-apogee,384.928088,4.240897,0.012517,10.614594,0.032353,0.0,9.80665,1.0,-9.839003,-1.003299,0.0,285.648119,12.498119,96785.712807,96.785713,1.18037,338.813455,1.8e-05,1.5e-05,0.963567,0.955201,23659.107699,21124.203303
14.0,coast-to-apogee,385.127784,3.748971,0.011065,8.294757,0.025282,0.0,9.80665,1.0,-9.831932,-1.002578,0.0,285.646821,12.496821,96783.401534,96.783402,1.180347,338.812685,1.8e-05,1.5e-05,0.963548,0.955178,20914.420074,18673.589351
14.05,coast-to-apogee,385.302892,3.257373,0.009614,6.261917,0.019086,0.0,9.80665,1.0,-9.825736,-1.001946,0.0,285.645683,12.495683,96781.374876,96.781375,1.180327,338.81201,1.8e-05,1.5e-05,0.963532,0.955158,18171.690173,16224.723368
14.1,coast-to-apogee,385.453428,2.766062,0.008164,4.515332,0.013763,0.0,9.80665,1.0,-9.820413,-1.001403,0.0,285.644705,12.494705,96779.632642,96.779633,1.180309,338.81143,1.8e-05,1.5e-05,0.963518,0.955141,15430.660189,13777.375169
14.15,coast-to-apogee,385.579404,2.274993,0.006715,3.054364,0.00931,0.0,9.80665,1.0,-9.81596,-1.000949,0.0,285.643886,12.493886,96778.174667,96.778175,1.180295,338.810945,1.8e-05,1.5e-05,0.963506,0.955126,12691.072952,11331.315136
14.2,coast-to-apogee,385.680832,1.784123,0.005266,1.878478,0.005726,0.0,9.80665,1.0,-9.812376,-1.000584,0.0,285.643227,12.493227,96777.000811,96.777001,1.180283,338.810554,1.8e-05,1.5e-05,0.963497,0.955115,9952.671827,8886.314132
14.25,coast-to-apogee,385.757721,1.29341,0.003818,0.987247,0.003009,0.0,9.80665,1.0,-9.809659,-1.000307,0.0,285.642727,12.492727,96776.110964,96.776111,1.180275,338.810257,1.8e-05,1.5e-05,0.96349,0.955106,7215.200624,6442.143414
14.3,coast-to-apogee,385.810077,0.80281,0.002369,0.380344,0.001159,0.0,9.80665,1.0,-9.807809,-1.000118,0.0,285.642387,12.492387,96775.505042,96.775505,1.180269,338.810055,1.8e-05,1.5e-05,0.963485,0.9551,4478.403497,3998.574551
14.35,coast-to-apogee,385.837905,0.312281,0.000922,0.057549,0.000175,0.0,9.80665,1.0,-9.806825,-1.000018,0.0,285.642206,12.492206,96775.182987,96.775183,1.180266,338.809948,1.8e-05,1.5e-05,0.963482,0.955097,1742.024853,1555.379333
